transaction_id,transaction_amount,transaction_type,location,time_of_day,account_age_days,num_prev_transactions,is_foreign_transaction,is_high_risk_country,has_chip,is_fraud
TXN105989,172.97,online,OH,afternoon,3358,444,0,0,1,0
TXN105990,1.34,in_store,NV,evening,1246,23,0,0,1,0
TXN105991,78.09,atm,WA,evening,656,461,0,0,1,0
TXN105992,61.54,transfer,CA,night,99,400,0,0,1,0
TXN105993,69.11,in_store,TX,evening,2536,114,0,0,0,0
TXN105994,7.5,transfer,MA,afternoon,3483,350,1,0,0,0
TXN105995,115.34,transfer,TX,afternoon,1547,259,0,0,0,0
TXN105996,69.96,online,TX,morning,2174,305,0,0,0,0
TXN105997,144.88,in_store,IL,evening,1880,363,0,0,1,0
TXN105998,66.42,transfer,TX,morning,253,225,0,1,1,0
TXN105999,16.18,online,TX,afternoon,1895,101,0,0,1,0
TXN106000,104.49,atm,IL,evening,2908,485,0,0,0,0
TXN106001,18.92,transfer,IL,morning,3382,130,0,0,0,0
TXN106002,205.88,in_store,NV,afternoon,3434,263,0,0,1,0
TXN106003,94.96,atm,NY,morning,2718,11,0,0,1,0
TXN106004,17.1,transfer,NY,evening,1664,418,1,0,1,0
TXN106005,327.91,transfer,NV,morning,1835,321,1,0,1,0
TXN106006,73.06,in_store,IL,morning,3506,180,0,1,0,0
TXN106007,7.57,transfer,FL,afternoon,2573,348,1,0,1,0
TXN106008,98.57,in_store,CA,evening,3287,470,0,0,1,0
TXN106009,29.2,in_store,NV,night,1809,160,0,0,0,0
TXN106010,162.81,in_store,WA,night,1091,113,0,0,0,0
TXN106011,170.28,in_store,NV,morning,798,17,0,1,1,0
TXN106012,386.07,transfer,IL,afternoon,1905,103,0,0,0,0
TXN106013,69.69,atm,FL,evening,2837,185,0,0,1,0
TXN106014,60.69,atm,MA,afternoon,1698,341,0,0,1,0
TXN106015,140.03,online,IL,evening,2565,461,0,0,0,0
TXN106016,14.21,in_store,GA,afternoon,2633,92,0,0,1,0
TXN106017,79.17,transfer,GA,night,1021,300,0,0,1,0
TXN106018,79.02,transfer,CA,night,1758,142,0,0,0,0
TXN106019,9.37,online,IL,night,2058,142,0,0,0,0
TXN106020,54.13,atm,OH,afternoon,1559,300,0,0,1,0
TXN106021,191.93,transfer,GA,afternoon,518,451,0,0,1,0
TXN106022,193.9,online,TX,morning,86,99,1,0,1,0
TXN106023,10.45,atm,MA,night,541,452,0,0,1,1
TXN106024,9.51,transfer,TX,morning,3349,450,0,0,1,0
TXN106025,30.48,in_store,WA,afternoon,2181,459,0,0,0,0
TXN106026,207.76,online,CA,evening,2634,61,0,0,1,0
TXN106027,13.8,transfer,WA,night,2137,83,0,0,1,0
TXN106028,127.3,online,WA,night,1631,427,0,0,0,0
TXN106029,10.67,online,GA,night,764,275,0,0,1,0
TXN106030,97.59,online,IL,night,1612,166,0,0,0,0
TXN106031,44.02,in_store,NY,night,3339,294,0,0,0,0
TXN106032,155.55,atm,GA,afternoon,400,128,0,0,1,0
TXN106033,26.62,atm,NV,night,2103,363,0,0,1,0
TXN106034,101.94,transfer,NY,night,2470,66,0,0,1,0
TXN106035,26.88,in_store,IL,morning,1872,46,0,0,1,0
TXN106036,125.06,atm,WA,evening,635,456,0,0,0,0
TXN106037,206.89,transfer,FL,night,139,373,0,0,1,0
TXN106038,13.56,transfer,CA,morning,3493,309,0,0,1,0
TXN106039,201.44,online,IL,afternoon,802,147,0,0,1,0
TXN106040,90.04,in_store,FL,morning,2331,249,0,0,0,0
TXN106041,13.59,atm,MA,night,1860,136,0,0,1,0
TXN106042,55.78,in_store,WA,morning,1889,94,0,0,1,0
TXN106043,17.54,in_store,TX,morning,1857,237,0,1,1,0
TXN106044,120.51,atm,NV,afternoon,946,283,0,0,0,0
TXN106045,142.24,atm,FL,morning,2843,319,0,0,0,0
TXN106046,11.18,in_store,IL,afternoon,3198,34,0,0,1,0
TXN106047,70.55,transfer,TX,afternoon,2615,295,0,0,1,0
TXN106048,168.54,in_store,GA,morning,3205,380,0,0,1,0
TXN106049,275.14,atm,MA,night,2692,357,0,0,1,0
TXN106050,72.06,in_store,MA,evening,2664,491,0,0,1,0
TXN106051,300.13,atm,GA,morning,626,257,0,0,0,0
TXN106052,76.72,transfer,MA,morning,3597,386,0,0,1,0
TXN106053,50.12,in_store,TX,morning,1267,269,0,0,1,0
TXN106054,188.52,transfer,TX,evening,2190,464,0,0,1,0
TXN106055,67.92,in_store,CA,evening,1365,354,0,0,1,0
TXN106056,63.85,in_store,NY,afternoon,2646,323,0,0,1,0
TXN106057,67.4,atm,IL,evening,984,46,0,0,1,0
TXN106058,187.59,online,FL,evening,2973,93,0,0,0,0
TXN106059,178.34,atm,CA,morning,1154,181,0,0,1,0
TXN106060,51.67,in_store,NY,afternoon,791,441,0,0,1,0
TXN106061,40.54,online,TX,night,967,189,0,0,0,0
TXN106062,67.71,online,WA,afternoon,2730,486,0,0,1,0
TXN106063,85.04,transfer,CA,evening,2161,50,0,0,1,0
TXN106064,27.23,in_store,OH,evening,748,205,0,0,0,0
TXN106065,157.97,atm,MA,morning,1983,303,0,1,0,0
TXN106066,66.65,online,MA,night,2945,410,0,0,1,0
TXN106067,40.65,online,TX,night,978,332,0,0,1,0
TXN106068,11.3,atm,NY,night,331,438,0,0,1,0
TXN106069,27.29,atm,NV,evening,1270,124,0,0,1,0
TXN106070,298.15,online,IL,evening,2645,211,0,0,1,0
TXN106071,36.4,atm,CA,afternoon,2618,368,1,0,1,1
TXN106072,18.5,transfer,GA,evening,2169,432,0,0,0,0
TXN106073,61.74,online,OH,night,2731,407,0,0,1,0
TXN106074,36.69,transfer,OH,night,1505,265,1,0,1,0
TXN106075,3.58,in_store,FL,night,643,134,0,1,0,0
TXN106076,39.03,transfer,OH,morning,2148,371,0,1,0,0
TXN106077,78.55,atm,MA,afternoon,1578,272,0,0,1,0
TXN106078,80.23,online,IL,afternoon,1454,277,0,0,1,1
TXN106079,44.09,transfer,TX,evening,698,314,0,0,1,0
TXN106080,59.29,atm,OH,morning,2158,299,0,0,1,0
TXN106081,336.73,atm,GA,afternoon,3201,266,0,0,1,0
TXN106082,47.38,transfer,CA,morning,2672,297,0,0,0,0
TXN106083,29.87,online,NY,morning,247,278,0,0,1,0
TXN106084,27.9,transfer,IL,evening,2961,373,1,0,1,0
TXN106085,61.21,in_store,FL,morning,778,443,0,1,1,0
TXN106086,142.51,transfer,OH,afternoon,154,213,0,0,1,0
TXN106087,23.07,transfer,MA,evening,230,487,0,0,1,1
TXN106088,123.55,online,NV,afternoon,3103,61,1,0,0,0
TXN106089,2.14,transfer,WA,morning,2651,366,0,0,1,0
TXN106090,54.29,atm,NY,morning,1073,53,0,1,1,0
TXN106091,149.55,online,GA,night,3060,337,0,0,0,0
TXN106092,41.36,atm,CA,evening,751,374,0,0,1,0
TXN106093,82.95,online,FL,evening,981,364,0,0,1,0
TXN106094,22.94,in_store,TX,night,1911,473,0,0,1,0
TXN106095,135.48,in_store,WA,afternoon,2257,111,0,0,1,0
TXN106096,5.37,in_store,CA,afternoon,1462,477,0,0,1,0
TXN106097,191.42,transfer,IL,morning,1115,268,1,1,1,0
TXN106098,22.09,in_store,NV,evening,2350,323,0,0,1,0
TXN106099,207.46,online,TX,morning,2884,106,0,0,1,0
TXN106100,43.47,in_store,CA,night,1806,282,0,1,0,0
TXN106101,128.26,online,CA,morning,2840,370,0,0,1,0
TXN106102,38.45,atm,NV,afternoon,3111,167,0,0,1,0
TXN106103,236.35,transfer,WA,afternoon,728,73,0,0,1,0
TXN106104,13.54,atm,CA,night,2998,235,0,0,1,0
TXN106105,19.66,atm,TX,afternoon,651,91,0,0,1,0
TXN106106,67.93,in_store,NY,night,2617,84,0,0,1,0
TXN106107,8.55,in_store,CA,evening,1015,371,0,0,0,0
TXN106108,21.81,in_store,CA,night,489,74,0,0,0,0
TXN106109,287.82,atm,CA,night,1114,83,0,0,1,0
TXN106110,375.03,transfer,MA,night,3159,244,0,0,1,0
TXN106111,47.2,transfer,TX,afternoon,329,227,0,0,1,0
TXN106112,256.77,atm,FL,evening,2574,82,0,0,0,0
TXN106113,78.71,transfer,CA,morning,3440,499,0,0,1,0
TXN106114,31.44,atm,IL,evening,1305,393,0,0,0,0
TXN106115,121.2,atm,NV,afternoon,1460,14,0,0,0,0
TXN106116,107.56,transfer,NV,evening,1309,492,0,0,0,0
TXN106117,452.13,online,MA,evening,3482,300,0,0,1,0
TXN106118,30.79,online,GA,night,3246,180,0,0,1,0
TXN106119,111.49,in_store,IL,night,2668,337,0,0,1,0
TXN106120,5.34,transfer,IL,afternoon,2418,262,0,0,1,0
TXN106121,12.06,in_store,TX,night,1859,413,0,0,1,0
TXN106122,0.39,atm,WA,afternoon,1851,77,0,0,1,0
TXN106123,752.52,online,NY,morning,2480,228,0,0,0,0
TXN106124,162.09,transfer,TX,evening,2365,232,0,0,0,0
TXN106125,154.52,transfer,CA,morning,1018,29,0,0,0,0
TXN106126,71.28,transfer,MA,morning,243,373,1,0,0,0
TXN106127,35.68,online,NV,evening,561,154,0,0,1,0
TXN106128,16.4,in_store,FL,night,2947,304,0,0,1,0
TXN106129,33.5,online,MA,morning,2819,184,0,0,1,0
TXN106130,47.16,in_store,GA,evening,1629,447,0,0,1,0
TXN106131,141.19,atm,OH,morning,3649,356,0,0,0,0
TXN106132,77.58,atm,CA,morning,2014,446,0,0,1,0
TXN106133,8.07,in_store,MA,evening,2288,431,0,0,0,0
TXN106134,1.82,atm,TX,night,2248,254,0,0,0,0
TXN106135,10.8,atm,GA,afternoon,567,168,0,1,1,0
TXN106136,52.85,transfer,WA,evening,1316,80,0,0,0,0
TXN106137,270.59,transfer,TX,afternoon,2879,285,0,0,0,0
TXN106138,101.45,online,GA,evening,705,209,0,0,1,0
TXN106139,161.86,online,TX,evening,419,258,1,0,1,0
TXN106140,62.81,online,NV,afternoon,2498,475,0,0,0,0
TXN106141,44.89,transfer,TX,afternoon,2139,36,0,0,1,0
TXN106142,11.47,online,NY,night,2163,285,0,1,1,0
TXN106143,208.69,online,CA,evening,3090,53,0,0,1,0
TXN106144,152.86,transfer,FL,evening,1638,468,0,0,1,0
TXN106145,18.41,in_store,CA,evening,2568,368,0,0,0,0
TXN106146,71.8,transfer,FL,night,2973,211,0,0,1,0
TXN106147,66.82,in_store,FL,afternoon,2137,341,0,0,0,0
TXN106148,98.11,transfer,FL,evening,2554,483,0,0,1,0
TXN106149,292.22,online,NY,afternoon,349,99,0,0,1,0
TXN106150,86.7,atm,NV,night,719,84,0,0,1,0
TXN106151,77.7,atm,OH,morning,2129,471,0,0,0,0
TXN106152,5.16,in_store,MA,afternoon,686,212,0,0,1,0
TXN106153,6.5,in_store,CA,night,857,390,0,0,1,0
TXN106154,20.75,in_store,TX,morning,1130,263,0,0,0,0
TXN106155,3.3,atm,GA,evening,148,469,0,1,1,0
TXN106156,136.01,in_store,MA,evening,2798,85,0,0,0,0
TXN106157,128.49,transfer,FL,afternoon,1235,62,0,0,1,0
TXN106158,14.62,transfer,FL,morning,535,446,0,0,1,0
TXN106159,180.84,atm,NV,night,2714,191,0,0,1,0
TXN106160,16.82,transfer,IL,evening,2230,413,0,0,1,0
TXN106161,35.84,in_store,IL,evening,1071,481,0,0,1,0
TXN106162,28.63,atm,MA,morning,3165,92,0,0,0,0
TXN106163,46.57,in_store,NY,night,526,252,0,0,0,0
TXN106164,29.39,transfer,TX,evening,1801,137,0,0,1,0
TXN106165,67.13,in_store,CA,evening,108,452,0,0,1,0
TXN106166,52.32,atm,OH,afternoon,88,48,0,0,1,0
TXN106167,431.02,in_store,WA,night,1464,120,0,0,1,0
TXN106168,5.76,transfer,WA,evening,2840,38,0,1,1,0
TXN106169,15.34,online,OH,morning,2903,33,0,0,1,0
TXN106170,5.43,atm,NY,evening,3162,357,0,0,1,0
TXN106171,98.31,in_store,WA,night,3568,265,0,0,1,0
TXN106172,5.61,atm,OH,afternoon,1683,8,0,0,1,0
TXN106173,181.06,in_store,CA,evening,3180,187,0,0,1,0
TXN106174,71.73,online,FL,morning,1802,95,0,0,0,0
TXN106175,74.87,transfer,WA,evening,1892,132,0,0,1,0
TXN106176,82.46,in_store,TX,morning,1736,162,0,0,1,0
TXN106177,18.73,in_store,TX,night,1541,138,0,0,1,0
TXN106178,22.03,online,TX,afternoon,273,297,1,0,1,0
TXN106179,38.39,atm,FL,night,2285,79,0,0,0,0
TXN106180,90.02,transfer,NV,evening,2933,90,0,0,1,0
TXN106181,23.59,in_store,FL,evening,1140,255,0,0,1,0
TXN106182,12.37,in_store,FL,afternoon,1704,147,0,0,1,0
TXN106183,351.05,transfer,FL,morning,2677,178,0,0,1,0
TXN106184,2.22,online,MA,night,2722,256,0,0,1,0
TXN106185,162.3,atm,IL,morning,2007,217,1,0,1,0
TXN106186,155.13,transfer,CA,evening,68,266,1,0,1,0
TXN106187,35.27,atm,MA,morning,3277,316,0,1,1,0
TXN106188,14.58,online,TX,night,2555,78,0,0,1,0
TXN106189,15.74,online,NY,morning,1645,166,0,0,0,0
TXN106190,119.54,transfer,NV,evening,49,103,0,0,1,0
TXN106191,102.95,in_store,IL,night,250,303,1,0,1,0
TXN106192,152.67,online,OH,morning,1902,337,1,0,0,0
TXN106193,277.23,online,NY,morning,2352,471,0,0,1,0
TXN106194,117.74,transfer,NY,night,3255,283,0,0,1,0
TXN106195,16.94,transfer,NY,evening,2540,344,0,0,0,0
TXN106196,27.9,transfer,NV,night,3510,214,0,0,0,0
TXN106197,184.64,online,GA,evening,280,74,1,0,1,0
TXN106198,23.48,atm,WA,morning,241,224,0,0,1,0
TXN106199,7.53,online,OH,night,3579,335,0,0,1,0
TXN106200,121.5,transfer,WA,evening,2764,291,0,0,1,0
TXN106201,51.5,in_store,WA,night,448,342,1,0,1,0
TXN106202,252.62,in_store,FL,morning,1225,69,0,0,1,0
TXN106203,105.06,transfer,IL,night,536,362,0,1,1,0
TXN106204,9.48,in_store,OH,morning,675,189,0,0,1,0
TXN106205,295.38,online,TX,morning,1681,471,0,1,1,0
TXN106206,29.92,atm,TX,morning,898,485,0,0,1,0
TXN106207,41.13,online,OH,evening,3304,105,0,0,1,0
TXN106208,51.46,transfer,MA,evening,521,69,0,0,1,0
TXN106209,5.26,online,IL,afternoon,2372,9,0,0,1,0
TXN106210,68.62,in_store,GA,evening,2534,213,0,0,0,0
TXN106211,13.16,online,IL,afternoon,1199,470,0,0,1,0
TXN106212,51.24,atm,FL,night,1291,4,0,0,0,0
TXN106213,43.19,in_store,TX,morning,769,27,0,0,1,0
TXN106214,148.21,atm,CA,evening,1820,314,0,0,0,0
TXN106215,162.54,atm,TX,morning,453,392,0,0,0,0
TXN106216,16.65,atm,MA,afternoon,3085,422,0,0,1,0
TXN106217,45.66,online,GA,evening,321,240,0,0,1,0
TXN106218,46.74,online,IL,evening,2233,235,0,0,1,0
TXN106219,16.42,online,NY,evening,2013,91,0,0,1,0
TXN106220,160.17,online,TX,evening,2427,317,0,0,1,0
TXN106221,122.84,in_store,FL,morning,3543,344,1,0,1,0
TXN106222,21.12,online,OH,evening,1987,362,0,0,1,0
TXN106223,45.68,in_store,FL,afternoon,272,37,0,0,0,0
TXN106224,11.18,atm,NY,evening,1260,218,1,0,0,0
TXN106225,98.94,in_store,OH,afternoon,3529,151,0,0,1,0
TXN106226,12.94,transfer,NV,afternoon,1819,191,0,1,1,0
TXN106227,426.4,online,OH,morning,3049,120,0,0,1,0
TXN106228,151.72,transfer,FL,evening,2335,490,0,0,1,0
TXN106229,49.47,in_store,CA,afternoon,614,170,0,0,1,0
TXN106230,86.41,online,NV,evening,2112,109,1,0,0,0
TXN106231,242.3,transfer,FL,morning,3230,143,1,0,1,0
TXN106232,80.77,online,FL,morning,2507,65,0,0,0,0
TXN106233,19.18,in_store,WA,evening,1372,321,0,0,1,0
TXN106234,47.59,transfer,GA,afternoon,124,196,0,0,1,0
TXN106235,185.24,in_store,IL,night,2297,45,0,0,1,0
TXN106236,103.34,transfer,GA,night,330,148,0,0,0,0
TXN106237,105.19,atm,NY,morning,1690,59,0,0,1,0
TXN106238,201.61,atm,FL,afternoon,1238,137,0,0,0,1
TXN106239,224.41,atm,NY,night,3138,489,0,0,1,0
TXN106240,252.31,atm,TX,afternoon,2852,401,0,0,1,0
TXN106241,9.97,atm,MA,evening,2477,89,0,0,0,0
TXN106242,78.55,in_store,NY,morning,719,211,0,0,0,0
TXN106243,134.9,atm,IL,evening,1195,168,1,0,0,0
TXN106244,141.44,in_store,NY,evening,1022,419,0,0,0,0
TXN106245,93.32,atm,WA,evening,2211,112,0,0,0,0
TXN106246,18.25,online,NV,afternoon,3546,340,0,0,1,0
TXN106247,159.66,atm,TX,night,690,65,0,0,0,0
TXN106248,127.34,online,WA,evening,1959,301,0,0,1,0
TXN106249,9.01,in_store,FL,morning,3389,117,0,0,0,0
TXN106250,62.33,atm,WA,afternoon,1955,224,0,0,0,0
TXN106251,19.11,transfer,CA,night,2335,150,1,0,0,0
TXN106252,41.17,in_store,FL,evening,1092,166,0,0,1,0
TXN106253,1.82,atm,MA,morning,334,94,0,0,1,0
TXN106254,51.14,in_store,WA,evening,3384,259,0,0,0,0
TXN106255,79.82,transfer,NV,night,1877,424,0,0,0,0
TXN106256,96.65,atm,MA,night,555,258,0,0,1,0
TXN106257,108.91,transfer,NY,evening,436,484,0,0,1,0
TXN106258,180.97,atm,WA,evening,1412,436,0,0,1,0
TXN106259,24.27,online,TX,afternoon,915,119,0,0,1,0
TXN106260,12.84,in_store,GA,night,2455,73,0,0,1,0
TXN106261,190.74,transfer,NY,night,2546,361,0,0,1,0
TXN106262,17.03,in_store,OH,evening,902,95,0,1,1,0
TXN106263,367.93,transfer,CA,morning,2000,291,0,0,0,0
TXN106264,184.86,in_store,TX,evening,1019,176,0,0,1,0
TXN106265,69.49,in_store,TX,evening,1334,26,0,1,0,0
TXN106266,398.57,in_store,MA,night,1618,308,0,0,0,0
TXN106267,10.25,online,GA,afternoon,40,304,0,0,1,0
TXN106268,36.11,atm,NV,evening,2752,210,0,0,1,0
TXN106269,101.67,online,MA,morning,2772,357,0,0,1,0
TXN106270,43.08,in_store,GA,morning,3287,256,0,0,0,0
TXN106271,263.63,transfer,WA,evening,2017,473,0,0,1,0
TXN106272,6.79,in_store,CA,morning,1002,429,0,0,0,1
TXN106273,79.72,atm,NY,morning,38,317,0,0,1,0
TXN106274,89.37,online,TX,evening,57,204,0,0,1,0
TXN106275,105.76,atm,NV,morning,2900,354,0,0,0,1
TXN106276,29.53,transfer,MA,morning,715,65,1,0,1,0
TXN106277,45.34,atm,CA,evening,3565,149,0,0,0,0
TXN106278,185.59,online,NY,night,2588,166,0,0,0,0
TXN106279,21.68,transfer,CA,afternoon,2579,219,1,0,0,0
TXN106280,175.37,atm,TX,afternoon,611,299,0,0,1,0
TXN106281,82.7,online,WA,night,2855,257,0,0,1,0
TXN106282,143.63,online,NV,evening,2738,202,0,0,1,0
TXN106283,125.04,in_store,GA,night,1271,239,1,0,1,0
TXN106284,23.26,atm,OH,afternoon,3530,314,0,0,1,0
TXN106285,84.12,transfer,NV,afternoon,1691,228,0,0,1,0
TXN106286,202.29,in_store,GA,afternoon,2080,473,0,0,1,1
TXN106287,56.58,atm,MA,afternoon,1240,155,0,0,0,0
TXN106288,339.89,atm,WA,evening,72,217,0,0,1,0
TXN106289,60.19,transfer,GA,afternoon,1664,464,0,0,1,0
TXN106290,15.41,in_store,WA,afternoon,2852,194,0,0,1,0
TXN106291,49.34,in_store,CA,evening,1464,269,0,0,1,0
TXN106292,303.04,transfer,NV,night,3291,15,0,0,1,0
TXN106293,38.53,in_store,NV,evening,71,240,0,0,0,0
TXN106294,202.57,online,TX,afternoon,3198,251,1,0,1,0
TXN106295,213.07,transfer,NV,morning,759,50,0,0,1,0
TXN106296,43.11,atm,CA,evening,2011,355,0,0,1,0
TXN106297,8.69,transfer,TX,evening,677,27,0,0,1,0
TXN106298,128.94,online,WA,night,2734,475,0,0,0,0
TXN106299,37.33,transfer,FL,afternoon,3618,52,0,0,1,0
TXN106300,152.75,atm,GA,morning,2012,307,0,0,1,0
TXN106301,58.46,atm,NY,evening,2958,115,0,0,1,0
TXN106302,66.41,transfer,WA,evening,1958,408,0,0,1,0
TXN106303,150.47,transfer,CA,evening,1189,440,1,1,0,0
TXN106304,48.19,online,WA,morning,2587,8,0,0,0,1
TXN106305,58.54,online,NY,evening,1572,10,0,0,1,0
TXN106306,47.19,atm,CA,evening,66,484,0,0,1,1
TXN106307,45.78,in_store,NV,morning,2049,106,0,0,1,0
TXN106308,74.64,in_store,WA,evening,852,300,0,0,1,0
TXN106309,165.44,in_store,GA,morning,608,340,0,0,1,0
TXN106310,44.91,in_store,MA,night,2914,257,0,0,1,0
TXN106311,74.29,atm,NV,morning,2594,181,0,0,1,0
TXN106312,111.09,in_store,NV,night,2862,417,0,0,1,0
TXN106313,31.39,in_store,FL,morning,1050,169,0,0,1,0
TXN106314,32.51,transfer,MA,afternoon,2956,460,0,0,0,0
TXN106315,270.92,in_store,IL,evening,1111,324,0,0,1,0
TXN106316,128.57,transfer,MA,night,3036,138,0,0,1,0
TXN106317,86.08,atm,FL,evening,2232,284,0,0,1,0
TXN106318,104.33,transfer,OH,evening,1925,110,0,0,1,0
TXN106319,2.97,online,NY,morning,2052,91,0,0,1,0
TXN106320,96.26,transfer,FL,afternoon,142,219,1,0,1,0
TXN106321,71.23,in_store,OH,morning,3561,4,0,0,0,0
TXN106322,78.91,transfer,TX,evening,2913,19,0,0,0,0
TXN106323,44.54,transfer,NV,morning,1809,100,0,0,0,0
TXN106324,8.5,atm,IL,night,1849,294,0,0,1,0
TXN106325,21.49,atm,FL,afternoon,630,457,0,0,1,0
TXN106326,301.07,in_store,GA,evening,471,415,0,0,1,0
TXN106327,52.54,online,IL,morning,257,156,0,0,0,0
TXN106328,62.86,online,TX,night,903,449,0,0,1,0
TXN106329,5.41,transfer,CA,afternoon,1175,382,0,0,0,0
TXN106330,3.83,online,GA,morning,700,0,0,0,1,0
TXN106331,126.29,atm,CA,morning,3458,211,1,0,1,0
TXN106332,77.24,in_store,GA,evening,1321,118,0,0,1,0
TXN106333,71.07,in_store,IL,night,724,384,0,0,1,0
TXN106334,27.86,atm,GA,afternoon,1538,259,0,0,1,0
TXN106335,136.55,in_store,IL,morning,2946,398,0,0,0,0
TXN106336,18.42,transfer,NY,afternoon,1057,174,0,0,0,0
TXN106337,21.06,in_store,CA,night,3579,413,0,0,1,0
TXN106338,61.75,online,WA,evening,150,133,0,0,1,0
TXN106339,33.73,in_store,TX,evening,771,101,0,0,1,0
TXN106340,28.43,in_store,GA,evening,1539,384,0,0,0,0
TXN106341,103.63,atm,IL,afternoon,1272,454,0,0,1,0
TXN106342,105.26,atm,TX,afternoon,723,61,0,0,0,0
TXN106343,174.02,online,OH,morning,3379,447,0,1,1,0
TXN106344,54.08,atm,MA,night,286,388,0,0,1,0
TXN106345,7.59,online,GA,night,3405,53,0,0,1,1
TXN106346,31.97,transfer,FL,night,2120,304,0,0,1,0
TXN106347,391.23,online,NV,afternoon,2947,6,1,0,1,0
TXN106348,90.7,in_store,WA,evening,2993,355,0,0,1,0
TXN106349,123.7,online,NY,night,1583,2,0,0,1,0
TXN106350,0.74,transfer,IL,morning,1742,331,0,0,1,0
TXN106351,73.02,in_store,IL,afternoon,2665,378,0,0,1,0
TXN106352,3.83,online,MA,evening,942,444,0,0,1,0
TXN106353,84.22,atm,MA,night,3251,334,0,0,1,0
TXN106354,253.54,atm,WA,evening,623,467,0,0,1,0
TXN106355,345.52,atm,GA,morning,1063,424,0,0,0,0
TXN106356,77.77,online,CA,night,2869,148,0,0,0,1
TXN106357,61.29,online,MA,night,241,287,0,0,0,0
TXN106358,290.07,transfer,OH,evening,1705,11,0,0,1,0
TXN106359,111.97,in_store,MA,afternoon,3361,484,0,0,1,0
TXN106360,6.71,in_store,FL,evening,1991,103,1,0,1,0
TXN106361,62.68,in_store,OH,morning,1435,110,0,0,0,0
TXN106362,27.48,in_store,CA,evening,1442,262,0,0,1,0
TXN106363,63.45,online,FL,evening,951,434,0,0,1,0
TXN106364,60.78,online,FL,night,2413,172,0,0,1,0
TXN106365,87.26,transfer,WA,afternoon,3106,94,0,0,0,0
TXN106366,44.13,in_store,MA,afternoon,951,320,0,0,1,0
TXN106367,17.95,online,TX,afternoon,2160,443,1,1,1,1
TXN106368,70.06,online,OH,afternoon,2069,202,0,0,1,0
TXN106369,177.32,online,NY,evening,3107,44,0,0,1,0
TXN106370,109.07,online,TX,night,2229,33,0,0,1,0
TXN106371,41.3,in_store,NV,night,1788,210,0,0,1,0
TXN106372,274.14,in_store,NY,afternoon,3282,394,0,0,1,0
TXN106373,243.28,online,GA,evening,3268,224,0,0,1,1
TXN106374,23.49,atm,CA,afternoon,1523,416,0,0,1,0
TXN106375,4.02,transfer,WA,afternoon,107,263,0,0,1,0
TXN106376,135.21,in_store,TX,night,441,300,0,0,1,0
TXN106377,175.8,in_store,MA,night,1607,455,0,0,1,0
TXN106378,343.78,atm,CA,afternoon,1627,225,0,0,1,0
TXN106379,220.58,in_store,FL,evening,2458,103,0,0,1,0
TXN106380,91.76,atm,OH,afternoon,3025,474,0,0,1,0
TXN106381,75.51,atm,NV,night,2867,220,0,0,1,0
TXN106382,2.82,online,WA,night,342,333,0,0,0,0
TXN106383,28.32,in_store,FL,evening,2941,417,0,1,1,0
TXN106384,61.55,transfer,CA,afternoon,2472,300,0,0,1,0
TXN106385,99.02,atm,OH,afternoon,2620,122,0,0,0,0
TXN106386,81.48,transfer,NV,morning,33,484,0,0,1,0
TXN106387,135.73,online,FL,afternoon,138,448,0,0,0,0
TXN106388,32.82,in_store,NV,evening,2995,456,1,0,0,0
TXN106389,83.23,online,CA,night,915,435,0,0,1,0
TXN106390,9.23,online,MA,morning,122,393,1,0,1,0
TXN106391,53.39,transfer,IL,evening,1152,221,0,0,0,0
TXN106392,138.69,transfer,GA,evening,221,42,0,0,1,0
TXN106393,118.22,atm,GA,morning,2410,209,0,0,0,0
TXN106394,467.16,in_store,FL,afternoon,1265,336,0,0,1,0
TXN106395,32.56,online,FL,morning,3308,453,0,0,0,0
TXN106396,68.95,atm,GA,evening,656,10,1,0,0,0
TXN106397,39.98,atm,TX,afternoon,3063,215,0,0,1,0
TXN106398,58.09,online,MA,night,602,163,0,0,1,0
TXN106399,194.46,online,GA,morning,2433,224,0,0,0,0
TXN106400,115.27,atm,GA,evening,1955,224,0,1,1,0
TXN106401,214.08,online,OH,afternoon,3354,245,0,0,0,0
TXN106402,22.75,online,FL,evening,2668,145,0,0,1,1
TXN106403,206.64,transfer,NV,afternoon,225,190,0,0,0,0
TXN106404,6.16,in_store,OH,afternoon,291,260,1,0,1,0
TXN106405,219.46,atm,FL,morning,2399,286,0,0,1,0
TXN106406,39.91,online,GA,night,2497,15,0,0,1,0
TXN106407,37.77,atm,WA,afternoon,3599,193,0,0,1,0
TXN106408,71.76,in_store,IL,evening,1964,8,0,0,0,0
TXN106409,282.5,atm,FL,afternoon,361,1,0,0,0,0
TXN106410,4.9,atm,IL,night,1349,292,0,0,1,0
TXN106411,43.42,atm,NY,evening,1289,83,0,0,1,0
TXN106412,194.19,transfer,MA,afternoon,710,442,0,0,0,0
TXN106413,50.43,in_store,GA,afternoon,2084,208,0,0,1,0
TXN106414,22.21,in_store,NV,morning,563,57,0,0,1,0
TXN106415,55.3,atm,TX,night,2149,472,1,0,1,0
TXN106416,48.7,atm,NV,afternoon,1553,338,0,0,1,1
TXN106417,247.0,in_store,OH,night,2695,105,0,0,0,0
TXN106418,143.52,online,IL,afternoon,2216,135,0,0,1,0
TXN106419,70.34,transfer,OH,evening,3487,307,0,0,1,0
